"id","order_id","product_id","quantity","unit_price","free_quantity"
"00181686-cf22-4175-afe1-58d516df45ec","246a718e-895a-4229-9e59-a1b0b9fa41bd","22271054-a89e-4a9e-ad3f-d206fffc2f4d","24","31.14","0"
"00662daa-6ea2-4e37-a5c9-95418ed2d4ee","f6b15983-14ce-4465-b380-52b39f79763b","bbbf890c-40db-4b13-8bc6-100adf02ea92","4","374.06","0"
"0072d9b8-4f0a-4867-8068-cfe379e54187","8202deae-b610-47c6-9165-7aa91ae1d027","d8f3cd7d-f97a-488d-829c-66ad7ecc2e16","12","600.00","0"
"00815627-bc81-462f-adad-a557720d175a","48ade293-241e-4ec4-9799-317efda0b4bd","8190f20c-186e-4ac5-8738-6b0e988144bd","4","99.00","0"
"0082e912-11de-4846-a6fb-4b46f30225a7","99c0d479-263a-4e72-a918-882af8b32cd0","c4ec1ebc-bf0b-40e6-a07f-7f42931c258b","1","2000.00","0"
"008e7f8b-f8cc-4ffe-bf37-9f71c3c1a06d","bb87662f-99b5-4a1f-a0ad-20f2accf0a58","22271054-a89e-4a9e-ad3f-d206fffc2f4d","36","31.14","0"
"00b51989-17ce-41e2-942a-6b23d851d3ea","b30b2c98-3e38-4f54-bb2d-56ee60a6b0f8","3c2e6881-887a-49a3-88d4-d77dba58a43b","2","419.00","0"
"00b7d2be-f6cd-4f39-a570-29223772984c","bb87662f-99b5-4a1f-a0ad-20f2accf0a58","b4cf883a-c422-4b44-b4eb-9c27af709c27","48","28.13","0"
"00d754e2-20d1-4424-9603-c694f4caa060","11b68deb-4dbe-4d00-80ae-f3e3424724dd","b4cf883a-c422-4b44-b4eb-9c27af709c27","48","28.13","0"
"00d7e8ad-94ca-4886-afa8-901a2c115fe9","1f4be517-b5ec-4a28-aa06-fef0108211e7","f6f7b069-75eb-45fe-a1ae-d39521b28d2e","64","374.06","0"
"01417142-378c-4d8d-8c2c-b032495fc2f1","471bf4fc-4b4b-48de-9baf-4e96fab68e19","96a955a9-bd9a-413c-9f41-742b212ff314","18","92.81","0"
"01e0a81a-ea86-4736-8364-e1da0aade951","f6ee7e06-6515-4620-9805-bbeac8edec75","79f4daab-ba8c-47e5-8fac-7ccd1391154c","4","160.00","0"
"02804e2c-0936-4492-bbfb-94d405a32501","73e169da-a05f-4993-95b6-a6e2e185d0e0","e9738277-2554-490a-a1bb-c655772597cf","2","344.00","0"
"02cba590-c4e8-4c76-9563-ed5604b2c18e","bb9b192d-54f1-4610-8083-45b4d382ca6e","8bbb5cbe-d699-459b-8fc9-4150b646b38a","6","430.00","0"
"02fa5f43-3c2a-40ef-a00c-c551d8df6b0b","48791d3c-7310-4725-b2bf-b9e338d76d58","af0286f9-9fa8-4557-9f5c-870df199a521","4","300.00","0"
"03053b55-ea36-44ed-a4fc-d9262bb5d738","32ba3db9-7baa-4cad-bf8c-9c2e135e01b2","15af7dc3-b2a0-4093-9cb2-a7c1b994e23d","120","110.00","0"
"0344e798-331e-4c08-bafe-b7a5a09957f5","f48c0fce-a994-4932-88ee-bd5abdf6e41f","bf1abc50-9f5b-4722-afb4-e28c42eb6bf1","4","92.81","0"
"0387d384-ede5-491a-be1a-7a6a2a2806f1","577dc5b4-c67a-4b5a-b241-417aef7d623f","04a8e359-1d4d-4fc1-8e69-797fc1612575","70","516.00","7"
"038f513b-0f4b-494f-9d84-840f6a582fbe","6b9764ad-fbde-4d4b-9f54-1bdd2538ce51","27a7f9f6-e7dd-4335-be0c-27a7008d2bb4","72","35.00","0"
"03b7bc37-eb2e-4657-9e4a-2a300721ddea","a356d093-c7d4-4e17-bd3d-5ee1530e35ff","04a8e359-1d4d-4fc1-8e69-797fc1612575","600","516.00","60"
"03bfda34-e48d-4c1c-85a6-a9fe66e501bc","8a1cf8e8-7161-4161-b3d8-31aa20893f59","8190f20c-186e-4ac5-8738-6b0e988144bd","1","99.00","0"
"03ef57be-f529-4cea-92f6-ea235a057f9f","59324311-da79-49c9-876b-703007406768","0277bc68-79aa-47f9-9baf-ea34a4ac6d51","4","125.00","0"
"0419aa82-ea12-4590-89c3-b8b0af7bc447","b30b2c98-3e38-4f54-bb2d-56ee60a6b0f8","cff45afe-9d25-4d43-ac48-73e2321a8e3f","2","256.00","0"
"0453d093-c28c-4d76-9905-c09a568abd05","bb87662f-99b5-4a1f-a0ad-20f2accf0a58","0277bc68-79aa-47f9-9baf-ea34a4ac6d51","80","125.00","0"
"0476c8f5-fb0b-43a8-978b-24621244fe38","5913854b-7bf3-4ba2-aee5-f8baba7a704f","60562153-22a6-4ee5-8bf1-4ba491bf04c2","10","1087.00","0"
"0495442a-8a97-4798-8ed4-3065ecf9e528","bd73fbbe-570c-4c89-bf44-535a6e7711ed","d7c63b54-513c-484f-bb70-32a417b9310e","10","1359.00","0"
"04b7202e-3b7a-4ce1-b193-584f92126d5c","cad1d2e7-081e-46db-866a-8da6510dda7a","4d15ff83-044a-4129-b7d3-db0af669430d","72","92.81","0"
"04b9aba1-cc24-4120-a340-2018967e9ffb","bb87662f-99b5-4a1f-a0ad-20f2accf0a58","af097bb7-f91a-4b32-9b35-424bcab759e5","6","165.00","0"
"04cd19cf-530b-4a05-8f64-2b8a68bf3862","99c0d479-263a-4e72-a918-882af8b32cd0","164f25ae-105b-4edc-8114-6fa8c4f998a4","2","862.00","0"
"04d51e28-0fc9-44be-89ce-9420346ea5d1","70952391-1b38-4e06-ba74-e3d231998b2a","963c36dd-5db2-4962-8e86-f8ea2960a77e","36","99.00","0"
"0592254a-c272-4b26-bce3-1c7562133e78","91efc38c-b43e-4396-ac2e-d0ab4c0e1af8","8167d165-985d-4090-ad35-69176cc98bf4","72","31.14","0"
"06193543-e36c-45cb-8e83-46fbef997aec","4b5cc644-8e3c-4ff0-9113-3addc4682cc4","61818471-2725-44b3-b3f9-e38d1ef48b88","20","419.00","0"
"06606302-bfe4-4f29-92e5-6278072096ef","e85c0fc4-e0c9-4363-a690-d995f7b5263b","b57b53cb-39e0-4247-a820-497f4db6d79b","12","75.00","0"
"0671730f-c734-4dcd-9f86-e9c59707b94a","fd4b142c-59d0-401f-a971-71d36fd8a1ee","04c9afba-3215-44f1-8e4c-60bdbadc2500","1","1049.00","0"
"0679d240-c9a5-4c4e-a4b1-f95de60e0283","9b5487b8-c826-4326-bcf8-821835d6abcc","cf6cafd3-6a43-4dd1-8ceb-a69b56216b0b","3","889.00","0"
"06833390-0723-41fc-90c5-015e73ed41e9","d6688792-6725-456c-8bab-bcc850bfe838","712972b8-005f-45cc-819c-c16306c3e99b","2","498.00","0"
"07202937-b1a5-42bc-8a40-c58aa30d1c03","f73767f1-05cc-4ebf-921e-b8295de1cfb3","7396a7c0-8560-45d7-8fa7-41c9e8c81f7a","2","360.00","0"
"0747f803-02a8-4a40-8470-688acf05e000","f73767f1-05cc-4ebf-921e-b8295de1cfb3","df098038-f8da-477a-ad22-0102183cde19","2","360.00","0"
"07644f3c-eb2b-4497-924b-66a557db9cfa","b30b2c98-3e38-4f54-bb2d-56ee60a6b0f8","df7cc3e0-5e48-426d-b4fc-af764b0ad203","1","513.00","0"
"0765cda9-263f-48a2-8852-818d8c695b65","fc089935-c4ec-4a69-8e05-6b9f68a52844","cce5ea66-e558-46c6-bfa1-4a200c63deff","1","1050.00","0"
"076d5ac7-6a3f-481d-b092-8b800e036341","82400a20-6837-4826-beb0-e7cf0a831607","734e9ec5-c2cd-4763-b113-cfe76995ef74","24","70.31","0"
"07d1829a-6c16-402b-bfb4-6c5ac59502eb","11b68deb-4dbe-4d00-80ae-f3e3424724dd","4d15ff83-044a-4129-b7d3-db0af669430d","72","92.81","0"
"08936539-ef2c-49a8-b6c3-25a3e2fb2c73","b30b2c98-3e38-4f54-bb2d-56ee60a6b0f8","228ebe46-946c-450f-83a1-1c6d731961f0","3","159.00","0"
"08b47f13-5d7d-45a1-9588-3be9ec3c968d","6b8ea86f-9443-4b40-bf71-94564cda7670","8167d165-985d-4090-ad35-69176cc98bf4","288","31.14","0"
"08f724f4-999c-4ae9-ac6a-5a1ddd5cc3aa","73e169da-a05f-4993-95b6-a6e2e185d0e0","50c278e5-5f91-42d7-898c-d6394cc0738b","2","1087.00","0"
"09008101-2ddc-4a8b-a897-f9c85893765c","bd73fbbe-570c-4c89-bf44-535a6e7711ed","481926a8-1d1a-4d31-95d5-44b36f4e904f","2","838.00","0"
"09042946-c6ac-441f-91a9-1859ce87b347","4b5cc644-8e3c-4ff0-9113-3addc4682cc4","74578f74-82e8-49c6-846a-c13fec1d9027","10","347.00","0"
"0924d7ab-a0c7-4b16-b607-cf1c14a18aff","e85c0fc4-e0c9-4363-a690-d995f7b5263b","1432742a-9b64-4b32-8681-b61acc2a7dd9","1","164.06","0"
"095a2398-9b62-46ba-8446-140c1192b047","4b5cc644-8e3c-4ff0-9113-3addc4682cc4","815b481c-cd55-4821-a91f-576192724c66","6","1292.00","0"
"097be103-d455-4ac5-a6df-6c03678a6eb4","407a97ac-86bc-4d05-8535-8d5c88527307","a87eca37-9468-4eae-905e-0b3f1e0673e4","2","1830.00","0"
"0989efe2-7172-47c1-88a6-06df14320db2","b30b2c98-3e38-4f54-bb2d-56ee60a6b0f8","1c9370ae-f2d7-47b8-9e8a-d8b0f8f42bf7","1","2888.00","0"
"09c488cd-ccbe-4a29-981f-3dc8a6c7aa46","65737c0d-3524-42bd-b5ef-e2081390bcee","bbbf890c-40db-4b13-8bc6-100adf02ea92","8","374.06","0"
"0a106f66-ef86-4548-9d76-d0e19c92a067","f6b15983-14ce-4465-b380-52b39f79763b","3276d956-0074-4742-8fed-58099bd5924c","160","20.63","0"
"0a2dbcf4-4255-41d4-b3f6-d7eadb367334","4a27da37-caef-4c18-99ba-df21697d2d13","815b481c-cd55-4821-a91f-576192724c66","1","1292.00","0"
"0a4c2290-12b6-4ad0-8097-c3a9a95a5030","cad1d2e7-081e-46db-866a-8da6510dda7a","96a955a9-bd9a-413c-9f41-742b212ff314","36","92.81","0"
"0a4f2867-a4ed-4534-9902-7bc8f5809bac","161521d8-7e05-4e6c-81f0-9a12ae4f02b8","12bbd6c8-c4c5-48a0-8031-50329b68162e","2","850.00","0"
"0a5032f6-413f-43a8-abd8-fa24591d3501","0e2341a6-e0c3-43dd-8ddf-e75829e70f26","55737940-2e13-41bb-a022-1868755420e7","240","550.00","0"
"0a69c74b-741c-4ec5-a2bc-0c0f3938085f","1a9f231f-55ff-4ad5-94cb-0c257c17cbd2","60b8b521-1d7e-4fb8-9cb2-c3fcc01a3318","2","655.31","0"
"0a6fa342-4c2f-4270-a6d9-702d6a9bb54e","d0639816-4c93-4aa5-a5a1-c40cd425d3d2","29650ad8-3453-4e15-a2a4-7692fe2d9d3f","12","79.19","0"
"0aa5b9f0-0979-4a1e-bece-fde7f537cedc","d6688792-6725-456c-8bab-bcc850bfe838","dde1ddcd-bcc9-48cc-acf6-cd57fa68f03c","1","720.00","0"
"0ace81be-3d2a-4fb7-8351-f3aedaca584c","48ade293-241e-4ec4-9799-317efda0b4bd","97cc5614-02d7-428f-a596-43ba343f7226","1","145.00","0"
"0afe4b51-9684-44ca-b84f-c5a002d10ee6","aeb0200a-c387-4c1c-9a91-b07519826233","dbbe16f5-c63f-4b17-945e-0198c1eed8e9","12","1780.00","0"
"0b5f04c9-c9c7-419d-8cb4-4a45b82bd280","5bec5a01-ba9b-4d50-947c-129dc68e1f69","bc0abb72-29b6-4274-be84-aa478fee542b","6","1950.00","0"
"0bc1e7d2-0688-4a79-9961-376407979d66","f28ceadf-787d-40cb-a26e-1953a219c31d","8944751b-3ce5-4aa2-963b-a593c17871a0","12","70.00","0"
"0c4af100-4f39-4cb1-b5ef-79fe4d0e4fa4","dbb5ea54-b236-4d4a-8bd4-5044c262569c","d5523136-a3e0-43b8-a461-3db3f1751c2a","2","838.00","0"
"0c59f39b-77fd-4d06-92a2-f767d701c633","847e6e61-2080-4fa9-830b-dc4e841b0b5c","1a64ed1c-33a2-441f-b00a-2f54e261412d","4","210.00","0"
"0ccf1e1e-77b6-4438-be97-f2de8e7e214d","e85c0fc4-e0c9-4363-a690-d995f7b5263b","8190f20c-186e-4ac5-8738-6b0e988144bd","24","99.00","0"
"0d1d3802-075a-4f44-b95d-373d7dc1de24","36b57664-b16f-44e4-b511-726560842e59","f6f7b069-75eb-45fe-a1ae-d39521b28d2e","48","374.06","0"
"0d2f0986-a71d-4caf-915a-8ca0555728ce","65737c0d-3524-42bd-b5ef-e2081390bcee","14990db2-7b69-47f1-a588-60aabe2792f0","2","275.00","0"
"0d4f0cb2-d577-4395-b9a0-ab3c84637c67","36b57664-b16f-44e4-b511-726560842e59","884015e2-9300-4999-badb-8b155050e750","6","115.00","0"
"0d5bfbdb-587d-4c37-966a-5a436563a647","9b8e4cae-7bb7-49ba-8b4b-02741ddf8fad","beb272a0-964c-4477-8f83-ea372365be86","1","200.00","0"
"0d894ac8-d57c-4c09-9edd-432db76aa2b6","2d586b72-2848-487c-8b2c-99348731d7ac","02c8ddd1-278a-438c-9548-47b617a37a6b","1","1178.00","0"
"0d922624-7466-4cb8-91a8-d1f062bc0745","59d2efdc-a6c9-41c7-bcaf-4d74e658560e","d8996b8b-7231-435b-afe4-6849ae28d3a5","480","22.50","0"
"0db58857-4a7e-4617-825e-7b02a8427bcd","064425a4-2921-4247-b84a-8a43a3f1a7a0","b4cf883a-c422-4b44-b4eb-9c27af709c27","48","28.13","0"
"0dff4065-a8cf-42f1-b995-6cf564308e56","41d90979-2897-4768-983b-997f0fd226fa","d40be93c-5bac-437a-aa4b-6dbda627354a","12","420.00","0"
"0e28c493-c70e-40b0-aad0-28e94fb6ee12","2d586b72-2848-487c-8b2c-99348731d7ac","86b9659d-04e8-4d31-9381-d6a58f47f621","2","333.00","0"
"0e315864-ab5d-40fd-a776-439c298825a1","bd73fbbe-570c-4c89-bf44-535a6e7711ed","1c9370ae-f2d7-47b8-9e8a-d8b0f8f42bf7","6","2888.00","0"
"0e3d9b06-0fde-4e56-b91d-bb9977cac133","064425a4-2921-4247-b84a-8a43a3f1a7a0","bf1abc50-9f5b-4722-afb4-e28c42eb6bf1","36","92.81","0"
"0f3f3468-b37d-4c17-b25e-ba8004af2956","20d97f57-4a02-4a75-886f-d258aa8ae7d3","04a8e359-1d4d-4fc1-8e69-797fc1612575","150","516.00","0"
"10472a69-9a12-4f26-b484-57f4a56f5e9b","1f4be517-b5ec-4a28-aa06-fef0108211e7","3276d956-0074-4742-8fed-58099bd5924c","160","20.63","0"
"108d939a-6919-4ac9-8d1e-3cbbce5e8887","1f4be517-b5ec-4a28-aa06-fef0108211e7","c4612607-8663-4714-af64-7893cbf750fc","160","18.75","0"
"10aa3938-c28b-44a8-ae5d-83b41ef95d1c","9e558ced-bf14-4cb8-9a62-56511b90d367","30653b89-f195-4451-be5c-2ad38b762668","4","1182.00","0"
"10f96890-d4ed-4168-af88-e1b8753bf903","f6d5fb22-eff6-4e9a-ab73-17973a677bb1","0277bc68-79aa-47f9-9baf-ea34a4ac6d51","120","125.00","0"
"1113d3d8-7a94-43c9-bd8d-afb20cd9dc5e","65737c0d-3524-42bd-b5ef-e2081390bcee","37e41c25-a251-4cd6-971b-5970f1fac0fa","60","28.13","0"
"113c3e30-7570-4a7f-b071-d2c117b66001","4b5cc644-8e3c-4ff0-9113-3addc4682cc4","39e5de57-a357-4813-8248-33a88f94d773","30","254.00","0"
"11846e2d-b27c-440a-9347-c77886b81a29","d1b62618-29ad-401f-a924-6d597ebef064","61818471-2725-44b3-b3f9-e38d1ef48b88","10","419.00","0"
"11c8a2b7-5392-447e-a1bf-50d93e8ef447","5e15fe2c-5c84-4a4b-b219-3ec59f8f4e06","3f2798df-b8a9-48d8-817c-b0603b82efdd","50","578.00","5"
"12059114-ec42-4ea3-bfcc-74fbb549a471","32ba3db9-7baa-4cad-bf8c-9c2e135e01b2","02b68cc0-95eb-4e49-955f-ea0dbc5389c0","40","120.00","0"
"1205db8c-664c-49c6-ba54-9847a6ecefd0","bd73fbbe-570c-4c89-bf44-535a6e7711ed","0668f125-f47c-437a-9308-29d2aeeede3b","24","1022.00","0"
"12092dec-b77d-409f-b601-eec9ca0cefa6","8a1cf8e8-7161-4161-b3d8-31aa20893f59","bbbf890c-40db-4b13-8bc6-100adf02ea92","24","374.06","0"
"121751b3-0e5d-45f1-8761-14df20ce637e","d6688792-6725-456c-8bab-bcc850bfe838","4230f8ea-5588-4455-bfd0-b7e9507fb3b0","5","1240.00","0"
"124c172e-f209-41f1-a6cc-9e133a332d75","064425a4-2921-4247-b84a-8a43a3f1a7a0","0277bc68-79aa-47f9-9baf-ea34a4ac6d51","40","125.00","0"
"124ddd11-5650-4faf-8d6d-31eaa069e306","0e2341a6-e0c3-43dd-8ddf-e75829e70f26","6295cbf9-32f2-4d3f-875b-b3c64a799147","120","600.00","0"
"126d91d4-0cdd-4d0a-8040-1826f30517c8","99c0d479-263a-4e72-a918-882af8b32cd0","af24bba5-f0ca-44bb-a366-7805e2a2264f","2","370.00","0"
"12a2236a-2c19-4ead-a3b2-85b46eb594f7","d1b62618-29ad-401f-a924-6d597ebef064","627fdf2e-b4e8-4f1b-a69e-b8af1fd45f34","1","481.00","0"
"12c9607e-91e4-4cc0-878c-6d4d2f0e78fc","405f41ca-eac7-4553-8146-8cc8513bfbdf","71bfbc36-bcf8-457c-8189-271fd4637d0d","20","954.00","0"
"13114aaf-ec73-4f2a-8855-772702e27ddc","e0ea03c1-8fb8-4998-a63c-2ca336eb2559","66e48b76-f77f-4687-95ce-c49ee6acb913","2","861.00","0"
"1338198f-4aaf-4654-bc18-5f1e1ffeeeb5","064425a4-2921-4247-b84a-8a43a3f1a7a0","d8996b8b-7231-435b-afe4-6849ae28d3a5","480","22.50","0"
"13cd0b63-8144-49c6-8b75-c52f6ae6a266","2287f325-d20b-4ce4-8866-24cb2d66763a","9ddf0f3a-7daa-4937-a4d8-189e09304d89","1","625.00","0"
"13f0d993-b47c-4131-b215-e73f06338e40","f6ee7e06-6515-4620-9805-bbeac8edec75","802f89ff-bdf5-4750-80bc-333b592c8c49","36","46.88","0"
"13f29b0f-ada6-4fb2-87e7-92062ee742c0","f48c0fce-a994-4932-88ee-bd5abdf6e41f","15af7dc3-b2a0-4093-9cb2-a7c1b994e23d","36","110.00","0"
"13f8e473-7e6a-4428-a79c-f6528c55aa98","847e6e61-2080-4fa9-830b-dc4e841b0b5c","1b02851b-4327-4b5e-af4d-8b74599aa50f","4","280.00","0"
"1428b349-a92c-4b0c-b6f3-85a7932a214f","9e558ced-bf14-4cb8-9a62-56511b90d367","64345d87-ede9-43d5-ab02-4e35e6ea0bab","5","612.00","0"
"1470a36e-8981-4a33-a699-6ccfc73fb845","d6688792-6725-456c-8bab-bcc850bfe838","fbeb661e-6c1f-4ca2-a784-d99b0b5d5053","2","498.00","0"
"14f311d1-b84e-4a2f-8658-627bdc312fbc","f6ee7e06-6515-4620-9805-bbeac8edec75","d8996b8b-7231-435b-afe4-6849ae28d3a5","480","22.50","0"
"151a4708-29a4-40c8-a76d-7c11096ea1bf","20d97f57-4a02-4a75-886f-d258aa8ae7d3","390457a3-e73a-4ee5-b299-2a4bec9e60d3","80","222.00","0"
"156f7810-cdc1-4c8c-967e-425678ec4f81","157afcf3-b204-4ac7-8a3a-36f973dca691","390457a3-e73a-4ee5-b299-2a4bec9e60d3","20","152.24","2"
"15ad2ddc-8d93-4207-86b3-795cf5ef121b","064425a4-2921-4247-b84a-8a43a3f1a7a0","96a955a9-bd9a-413c-9f41-742b212ff314","36","92.81","0"
"15cf289a-d26b-4f24-ba08-f0b441e3c050","91efc38c-b43e-4396-ac2e-d0ab4c0e1af8","15af7dc3-b2a0-4093-9cb2-a7c1b994e23d","36","110.00","0"
"16097ed6-49f7-488a-ae9f-e4c755ef1744","343ccab8-3215-4bf1-86fe-b121e24253f1","4d15ff83-044a-4129-b7d3-db0af669430d","36","92.81","0"
"161f9ce2-9b72-4152-a2a8-bb0094b3d2ab","59d2efdc-a6c9-41c7-bcaf-4d74e658560e","2f391a53-140b-4aa2-8e46-a88c98be085d","6","1049.00","0"
"16719252-df78-4731-a89d-348d865f2490","85ac2f5b-6adf-4acd-8fa3-38ad7cfda75f","5475865b-fb58-4d44-a1fc-a70a513028b5","8","754.00","0"
"1673cbf6-25c3-4f41-bd83-636dca609b9a","7af9adda-137b-4dd6-8bb8-bf88ed4abbae","1644d89e-ae93-4029-9340-b257ca8c8b74","10","310.00","1"
"16b24fa5-4a78-4245-ab87-39422ea489d6","2287f325-d20b-4ce4-8866-24cb2d66763a","82666c19-49c7-4598-a5c4-453918e27a58","6","136.00","0"
"16c92695-7518-4a3f-adea-9ced9d76d5e6","b30b2c98-3e38-4f54-bb2d-56ee60a6b0f8","c3e3a06e-950e-4215-8a32-8176722c8da0","1","256.00","0"
"16e620d6-04a3-46de-acb2-df8d5611e5af","d4a06499-fdca-47a4-bf9d-7002fdb211b4","c0d4361a-a0e3-4c70-9d28-4c187edc3e72","1","199.00","0"
"1754c907-c27f-47d1-9933-0f87eb9eb3ca","e85c0fc4-e0c9-4363-a690-d995f7b5263b","ca916faf-1dab-4c30-8b57-81bed52db5f7","3","655.31","0"
"17662d39-9a1a-4e5b-b7d6-955f2df59760","02431624-41a5-41a3-b620-5965bc915a5c","4d15ff83-044a-4129-b7d3-db0af669430d","36","92.81","0"
"17a0544d-789a-4e1d-a125-844a45ed7380","1a9f231f-55ff-4ad5-94cb-0c257c17cbd2","d2ccb0f7-7e2c-45fe-ad45-831a7e9e9374","3","655.31","0"
"17cf0752-0179-4fc4-9475-97fec879e408","a0b9df1f-dfd4-488d-bd71-59c3806957d6","3f2798df-b8a9-48d8-817c-b0603b82efdd","150","578.00","0"
"17d598a8-aa63-456e-b7c4-a277cc638706","d1b62618-29ad-401f-a924-6d597ebef064","a8ee95c7-12c7-4808-b147-b596dc0b0ca0","2","2333.00","0"
